"Hash","string"
"6aee2826","Come on! We need to know! Tell us how we can get back to the
real world."
"6bee2999","I see! So there's no way back to the real world for you."
"74ee37e4","Huh... Why?"
"75ee3957","The network between the Digital World and the real world
has disconnected."
"fef5cce7","In other words, the Digital World has become blocked off
from all other networks."
"fdf5cb74","Unless the network connections are restored, we can't get
back to the real world."
"f5cfcd","What the...? That's not good..."
"fff5ce5a","I'm in the same predicament myself. That's why I was trying
to get rid of the curse."
"faf5c6bb","The network is blocked, and my partner is in this state.
Why would I lie to you?"
"f9f5c4c8","No... I need to get home right away..."
"fcf5c981","I'm sorry I can't help."
"fbf5c82e","If there is something else you want to know, feel free to
ask me."
"f6f5c00f","There's a curse?
You came here on your own?
What is that egg?"
"f6f5c00e","There's a curse?
You came here to the Digital World on your own?"
"f6f5c00d","There's a curse?
What is that egg?"
"f6f5c00c","You came here to the Digital World on your own?
What is that egg?"
"f6f5c00b","There's a curse?"
"f6f5c00a","You came here to the Digital World on your own?"
"f6f5c009","What is that egg?"
"f5f5be9c","Yes... It's a long story... But once, a long long time ago,
there was a man who wanted to rule the Digital World."
"f8f384fe","His plans were thwarted, but before he disappeared, he left
behind a terrible curse."
"f9f38651","You have seen the effects of the curse. It forces Digimon to
turn into Machinedramon."
"f6f38198","I thought I could do something about the curse, but..."
"f7f3830b","Yes... I used the Digital Dive method to get here."
"fcf38b2a","?"
"fdf38c9d","It's a little unconventional, and even I don't know the
principle behind it."
"faf387c4","Being able to use it is like a reward for saving the Digital World in the past."
"fbf389b7","This DigiEgg is what my partner was reincarnated as."
"f0f37806","I believe my partner was attacked by a strange program, and
for protection now sleeps as a DigiEgg."
"f1f379f9","Anyway, thank you so much for defeating the Machinedramon!"
"fae6bc31","The curse exists because I didn't defeat that man
when I had the chance..."
"f9e6ba5e","I wanted to fix it and that's why I used the Digital Dive to
try and help the Digimon affected by the curse."
"f8e6b8eb","But I'm kind of out of my element here, and at somewhat
of a loss."
"f7e6b778","I hope that you will be able to help me some more in the
future."
"fee6c27d","Thank you... I need to ask you something. I've never seen
someone with two partners..."
"fde6c08a","But setting that aside for a moment... Can you tell me what
you know about the situation?"
"fce6bf17","{0} explained what's happened so far."
"fbe6bda4","I see... The self-cleaning function is malfunctioning."
"f2e6af59","I think we've resolved a few things here, but the question
as to why the abnormalities are happening remains."
"f1e6ade6","..."
"f4e473c8","What?!"
"f5e475bb","Kouta! Has something happened in the city?!"
"f6e4772e","No! But it's serious!"
"f7e47881","Ah! Mameo!"
"f8e47a74","This is Mameo?! Wow... Tsuzuki, you've aged!"
"f9e47be7","No! This is a different person! Anyway, what's happened?"
"fae47d5a","The detector has been getting a new signal! It's not just
one or two..."
"fbe47ecd","The reading is massive!"
"ece46750","We need to get out of here quick! We can't let ourselves
be surrounded!"
"ede468c3","Mameo...?! Did you...?!"
"66ebe303","All I can tell you is it sounds like a false accusation. But
is now really the time? We're in a hurry."
"65ebe190","No... We're already too late..."
"68ebe669","What should we do?!"
"67ebe4f6","{0} has taken on one... Rikka has experience
too, but these numbers..."
"6aebe94f","We'll figure something out! Yukimura, lead the way!"
"69ebe7dc","Whoa! That thing is huge!"
"69ebe7dd","Ah!"
"6cebec95","This will take all of our strength!"
"6bebeb22","Whooaaaahhh!"
"6eebeffb","Is this it...?"
"6debee08","No! It isn't! I am definitely getting back home to the real
world!"
"e9043a","It's looking bad, but we can't give up!"
"1e905ad","!!!"
"fee900d4","What is that?!"
"ffe90247","Argh... It's coming!"
"fce8fd8e","What...? Just looking at it... Can't stop trembling..."
"fde8ff61","That Machinedramon... with a single blow?"
"fae8faa8","What kind of power IS that?!"
"fbe8fc1b","Fighting for ""justice""?"
"f8e8f742","Hopeless... This one's..."
"f9e8f935","Grrraaaawwwrrr!"
"82dd048d","We've got to get out of here, Himari!"
"81dd031a","Okay!"
"80dd01a7","Kouta! We need to do the same."
"7fdd0034","Sure thing!"
"7edcfe41","It's too fast! We can't escape!"
"7ddcfcee","Grrraaaawwwrrr!"
"7cdcfb7b","No... Is this really it?"
"7bdcf988","Sakura... Nazuna... I'm sorry..."
"7adcf815","Taomon's gate?!"
"79dcf6a2","Jump through it."
"7cdabc84","A woman's voice... That's not Taomon?"
"7ddabe77","Just jump through! There isn't time!"
"7edabfea","We'll be eaten either way!"
"7fdac15d","Go!"
"78dab658","Here goes nothing!"
"e3a12896","Bring all the scattered Digimon here, so that we can combine
our strength and somehow ride out this crisis."
"e4a12a09","We must not panic. First, we need to train our partner
Digimon in the Training Hall."
"e1a125b0","Leaving the city while they're still in training is too
dangerous... Be patient and wait until they're rookies."
"bcf7446b","There are witness reports of a human in the south of
Nigh Plains."
"bbf742f8","We might be able to collect some good data. I'm going to
leave this to you."
"b1627b15","I need you to bring Taomon back from Logic Volcano.
It's going to be difficult, but I'm counting on you."
"2299c80a","What?! ...Plant an Illegal Seed?!"
"2399c9fd","I see... That might actually work."
"2099c524","...?"
"2199c697","No... It's nothing... Just do what Taomon says..."
"ee0218ad","I see... You planted an Illegal Seed... The only thing to do
now is wait..."
"337f597f","The Illegal Seed bloomed into a flower...? This doesn't
bode well..."
"327f578c","First report to Taomon and bring him back here. I'll explain
more after that."
"1ae96299","Taomon is an old acquaintance. When this city was first
built, he helped me a lot."
"3d052eae","Digimon are indispensable to the restoration of the city.
First aim for a Prosperity of 20!"
"4e813863","We have detected an abnormal data wave in Server Desert!
It's not Machinedramon, but you still need to be careful!"
"4d8136f0","Make sure you keep your partner at peak performance!"
"1d996f85","A Machinedramon appeared! Are you okay? I'm also worried
about this girl, Luche."
"1c996e12","Whatever happens, we need to defeat the Machinedramon first,
before it does more harm!"
"a5b05f5b","Until Taomon picks up an abnormal data wave, keep looking
for city residents."
"66373e86","Quickly go to the north of Server Desert! There is a high
probability that you will encounter Machinedramon."
"67374079","Time is of the essence, but you need to make sure you're
fully prepared."
"5078ba8f","You should make sure that you plant the Illegal Seed in a
place where it won't be disturbed by other Digimon."
"4f78b91c","Report back to me about what happens to the seed after
24 hours."
"85106a6c","Did you plant the Illegal Seed? Then wait 24 hours and
report back to me after you find out what happens to it."
"b5426d78","That old man has always needed my help. It seems no matter
what I do, I can't shake him."
"eb8ec1bb","Leave the creation of the Machinedramon Detector to me.
You should look for more residents."
"966011da","We need to do something... I'm concerned about the Digimon
in the village falling victim to a Machinedramon."
"3237695c","I'm worried about the Digimon in the village where we picked
up the Machinedramon signal..."
"33376acf","There is no time to waste! Get rid of that Machinedramon!"
"7bdb0e32","I haven't confirmed a new abnormal data wave... All we can
do is wait. Use this time well."
"e49470d3","The signal is coming from north of the Server Desert. Mameo
might be there..."
"e3946f60","You should set out as soon as possible..."
"2493a314","Let's find Taomon and get back to the real world as quickly
as possible!"
"69d00777","I think this would be a good place to plant the Illegal Seed
that Taomon gave us."
"65d4b2d4","Now that we've planted the seed, all we have to do is wait 24 hours.
That guy really is bossy though..."
"66d4b447","Huh?! We'll definitely be able to help!"
"c1b43483","We have to find as many residents as possible! Let's head
out right away!"
"897c242a","Rikka has Digivolved, so you can rest easy leaving the
protection of the city to us."
"8afcbec4","There's a Machinedramon?! I'm worried about Kouta, all by
himself... Please go and help right away!"
"811a5802","It looks like it's going to take some time to get back
home... I've tried everything, but I can't make contact..."
"821a59f5","We have to put our trust in Mameo!"
"94ca6bb4","Leave the protection detail to Rikka! You focus on finding
Taomon!"
"11b8022b","Hey! Hurry up and plant the Illegal Seed already!"
"464fb188","What do you think will happen to the Illegal Seed?
I hope it turns into a lovely flower!"
"2e518fef","I can't wait to see what Digimon come to the city!"
"b41819a2","I may be stronger now as Gatomon...but I'm still Rikka!"
"d75bf984","Yukimura Digivolved, too. But Yukimura is still the same
good ol' Yukimura."
"7c195eca","Himari is really homesick... I want to help Himari any way
I can..."
"752750b2","I've been to lots of places before! But this..."
"76275225","So many scared Digimon, all ""Gah!"" and ""oooh..."""
"73274d6c","So much scaredness and sadness..."
"997dfd4","You're helping us, so we'll help you. Go and find this
Taomon!"
"c703b023","You met Taomon?! Huh... He wants you to plant a seed?"
"c603aeb0","You have to find a place to plant the seed... Why do I get
a bad feeling about this...?"
"7b4c7760","The seed has been planted, but we have to wait 24 hours...
That's frustrating..."
"3a300a22","It grew a nasty little flower? That Taomon is into some
weird stuff..."
"ce608f4f","This is a great place to train Yukimura! We're going to find
lots of city residents!"
"b5366986","Maybe if I'd tried harder, we could have saved them..."
"b6366b79","I'm pathetic..."
"1b73ded7","Rikka is Perfect now... Strong enough to defeat
Machinedramon... You don't have to worry about us!"
"78f966f","I'm going, too! Maybe it'll help me remember something."
"68f94fc","Staying behind is boring! I wanna go, too!"
"f506a4bb","I'll guard Floatia with my life! Don't you worry!"
"3f308d0","You have to plant a seed? I don't understand Taomon, but at
least you don't have to worry about guarding the city."
"ce6dd693","You planted the seed? Now you have to wait 24 hours?
You could use that time to train."
"d85f371d","A flower bloomed... I feel that has to mean something."
"f425061c","I'll do any training for Kouta!"
"b5630db1","It's my fault that the village couldn't be saved. I need to
get stronger!"
"58b65054","I couldn't help Kouta... I'm pathetic..."
