"seq","Hash","string"
"2546","14259475","When used on an Ultimate, instantly Digivolves to Imperialdramon PM."
"2547","142c4fb2","When used on an Ultimate, instantly Digivolves to Belphemon RM."
"2548","542a759b","When used on an Ultimate, instantly Digivolves to Jesmon."
"2549","141d4528","When used on an Ultimate, instantly Digivolves to Armageddemon."
"2550","141b06d1","When used on an Ultimate, instantly Digivolve to Gallantmon CM."
"2551","1423551e","When used on an Ultimate, instantly Digivolves to Omegamon."
"2552","541fe8c7","When used on an Ultimate, instantly Digivolves to Omegamon Zwart."
"2553","14144a94","When used on an Ultimate, instantly Digivolves to Omegamon Zwart D."
"2554","5410de7d","When used on an Ultimate, instantly Digivolves to Omegamon Alter-B."
"2555","ef0c4b38","When used on a Perfect, instantly Digivolves to Minervamon."
"2556","af09a861","When used on a Perfect, instantly Digivolves to Dianamon."
"2557","af11f6ae","When used on a Perfect, instantly Digivolves to Darkdramon."
"2558","ef0e8997","When used on a Perfect, instantly Digivolves to EmperorGreymon."
"2559","ef16d8dc","When used on a Perfect, instantly Digivolves to MagnaGarurumon."
"2560","ef149a45","When used on an Ultimate, instantly Digivolves to ShineGreymon BM."
"2561","af1af142","When used on an Ultimate, instantly Digivolves to Rosemon BM."
"2562","af18b2eb","When used on an Ultimate, instantly Digivolves to Chaosmon."
"2613","cf46a96","A jet-black umbrella
beloved by Myotismon."
"2660","9f4c0d89","Meat
Specially raised meat.
Very filling."
"2661","9f4e4ce0","Meat
Quality and quantity
absolutely top notch."
"2662","5f5ab3d3","Meat
New and improved Best
Meat with a smoky taste."
"2664","9f55082d","Meat
The marbled part is the
locus of its power."
"2666","5f63ae77","Meat
A firm meat that makes
the eater tougher."
"2667","9f66510e","Meat
Colorful, magical, and a
transcendent flavor."
"2701","ec020ff4","Wild Mushroom
Cute mushroom that looks
like its hands are up."
"2720","d19e310f","Drink 
A fluorescent drink sold
in the desert."
"2722","11a3133d","Drink
An ancient drink sold at
Fault Ex Machina."
"2738","6372387","Fish
A wild nocturnal fish
prized by fishers."
"2741","c63480e8","Fish
Large fish, excellent at
detecting danger."
"2773","item_material_015","DigiPlatinum"
"2813","529d1a31","DigiPlatinum Bag"
"2858","73fe3a52","A blue metal with low purity among Chrome Digizoits."
"2893","944da450","Contains 5 x DigiPlatinum"
"2949","fda3313","An item necessary for fishing. Increases chance of multiple hits."
"2950","4fdcd6aa","An item used for fishing. A lure suited for smaller, top-class fish."
"2951","4fcb8dc9","An item used for fishing. A lure suited for smaller fish."
"2952","4fcdcc20","An item used for fishing. A lure suited for larger fish."
"2953","fd1397f","An item used for fishing. A lure suited for larger, top-class fish."
"2992","85b242ed","Research-Lab 1F"
"2997","84b24175","Entertainment-Arcade"
"3022","grade_up_018","Arcade"
"3077","67351c5a","Child Adventures"
"3078","67351c5b","Child Idols"
"3082","68351dce","Adult Adventures"
"3083","68351dcd","Adult Idols"
"3092","69351fa3","Perfect Adventures"
"3093","69351fa0","Perfect Idols"
"3143","7c08e8db","A Gobli Collection"
"3213","f4d52d35","Child and higher"
"3214","efd52514","Adult and higher"
"3215","eed52387","Perfect and higher"
"3216","f1d528ce","Ultimate and higher"
"3217","f4d52d2f","Child and lower"
"3218","efd5250e","Adult and lower"
"3219","eed5239d","Perfect and lower"
"3220","f1d528d4","Ultimate and lower"
"3227","eeec85f2","Martial attribute"
"3228","174c93b9","Machine attribute"
"3252","5ac268f2","・Press <icon>R</icon> to open the R Order.
・Tilt the <icon>LS</icon> left and press <icon>○</icon>."
"3254","5ac268f0","・Press the <icon>○</icon> Button to Support up to 150."
"3255","5ac268f1","・Press <icon>R</icon> to open the R Order.
・Tilt left and down on <icon>LS</icon> and press <icon>○</icon>."
"3256","5ac268f6","・Open the Double Order by simultaneously pressing <icon>L</icon> and <icon>R</icon>.
・Tilt the <icon>LS</icon> down and press <icon>○</icon>."
"3258","f75f9042","In pursuit of victory, your partner Digimon will 
choose and attack targets of their own accord."
"3259","f75f9041","However, Tamers can use Orders to command them more directly."
"3263","f75f9045","The timer indicates how long you have left 
to give an order before the ring closes."
"3264","f75f9044","Time is stopped while you choose orders, but only for five seconds!
"
"3265","f75f904b","The ring closes when the timer reaches zero, 
and you'll have to wait five seconds to open it again."
"3266","f75f904a","Try it out!"
"3267","f65f8ed0","Order WarGreymon (Partner R) to use the Mach Jab attack skill."
"3268","f65f8ed1","Press <icon>R</icon> and tilt <icon>LS</icon> left then press <icon>○</icon>"
"3271","91ebff30","Press <icon>L</icon> and then press <icon>○</icon>"
"3273","aac593a4","MetalGarurumon's Agitation will let him automatically
recover HP for a period of time."
"3275","aac593a6","Gather more Order Power!"
"3277","aac593a0","Support your partners to build more Order Power."
"3278","aac593a3","Press <icon>○</icon> Button to Support WarGreymon 
until you've gathered 150 Order Power."
"3279","aac593a2","When a partner's attack has hit and
after taking damage, that's your chance!"
"3280","aac593ad","After using Support, you will need to wait a bit before using it again."
"3284","c4140417","Press <icon>R</icon> and tilt <icon>LS</icon> down and to the left, then press <icon>○</icon>"
"3285","3fb4803f","Ultimate Order: ExE"
"3286","3fb4803e","Press <icon>L</icon> and <icon>R</icon> simultaneously to open the
Order Ring for both partners."
"3287","3fb4803d","Normally, the icon here is for Digifuse skills, 
but in certain circumstances ExE will be available."
"3288","3fb4803c","Press <icon>L</icon>and <icon>R</icon> at the same time
and tilt <icon>LS</icon> down, then press <icon>○</icon>"
"3290","86591a8f","With ExE your partner Digimon will fuse into an extra powerful form.
"
"3291","86591a8c","After the battle is over, your Digimon will separate again."
"3292","f95f93a9","Try it out!"
"3293","f95f93a8","Order WarGreymon (Partner R) to use the Mach Jab attack skill."
"3294","f95f93ab","Press <icon>R</icon> and push <icon>LS</icon> left, then press <icon>○</icon>"
"3296","92ec00a4","Press <icon>L</icon> and then press <icon>○</icon>"
"3297","a9c59232","Gather more Order Power!"
"3299","a9c59230","Support your partners to build more Order Power."
"3300","a9c59231","Press <icon>○</icon> Button to Support WarGreymon 
until you've gathered 150 Order Power."
"3301","a9c59236","When a partner's attack has hit and
after taking damage, that's your chance!"
"3302","a9c59237","After using Support, you will need to wait a bit before using it again."
"3305","c5140585","Press <icon>R</icon> and push <icon>LS</icon> down and left, then press <icon>○</icon>"
"3329","a4cfd547","Radar View"
"3332","d7cbafd6","HP & MP"
"3338","2a032ee9","Abnormal Statuses"
"3345","2a032eee","Increasing Abilities"
"3377","30264f54","Press <icon>L</icon> or <icon>R</icon> to change focus and
use items individually (uses one item)."
"3400","640cf4e","You can change your partner positions with the
​<icon>LS</icon> (Left Stick) and <icon>RS</icon> (Right Stick).

​The stats improved by Gear are shown by the name."
"3423","6f1df46b","Partner liked this, and got
an extra <color=#ffff00ff>Bond and <icon>機嫌</icon> Bonus!</color>"
"3424","6f1df46a","Partner really liked this, and got
an extra <color=#ffff00ff>Bond and <icon>機嫌</icon> Bonus!</color>"
"3460","86ac43e9","Care Mistake is <color=#ffff00ff>down by {0}</color>"
"3461","86ac43e8","Care Mistake is <color=#db7093ff>up by {0}</color>"
"3473","fb12a476","<color=#db7093ff>Not recovered from status effect...</color>"
"3558","6e26d9c1","Are you sure you want to escape?
You will return to the entrance."
"3560","e9eff3d7","Fled to the map's entrance."
"3580","abc3412c","Bodyguard"
"3617","978f3229","<icon>L</icon> or <icon>R</icon> Change Page  <icon>△</icon><icon>×</icon> Back"
"3644","b07805a1","<icon>L</icon> or <icon>R</icon> Bonus  <icon>LS</icon><icon>RS</icon> Move Partners <icon>△</icon> History  <icon>○</icon>OK  <icon>×</icon> Back"
"3645","b07805a0","<icon>L</icon> or <icon>R</icon> Skill  <icon>LS</icon>  <icon>RS</icon> Move Partners  <icon>△</icon> History  <icon>○</icon> OK  <icon>×</icon> Back"
"3671","2b8c704b","Please decide an amount to buy.
Maximum amount"
"3707","e3ff55e3","Who do you want to feed it to?"
"3715","cdc687","Ingredients"
"3726","793a9412","Cannot reregister Digimon at
same Digivolution stage."
"3727","f3655031","Register Digimon to Key Chain
Cage? You will not be able to
register again during this
Digivolution stage."
"3728","130fd9bb","Overwriting registered Digimon
with new Digimon. You cannot
reregister the old Digimon at
this Digivolution stage. OK?"
"3730","fb1a41fb","You've reached today's battle limit ({0} times)."
"3731","1b3f03a6","Tamer Name contains words that
cannot be used online. Please
remember that your Tamer Name
is public. Reenter Tamer Name.
*Names cannot be changed again."
"3732","553609fb","Fight a network battle?
(Battle {0} of max. {1} battle(s) today)

A disconnection may count toward your battle allowance. 
We recommend playing on a stable connection."
"3736","61dda312","Network features are unavailable due
to parental control restrictions on
your Sony Entertainment Network account."
"3752","bbb16d38","<icon>○</icon> OK <icon>×</icon> Back"
"3797","4b01f7cb","Ohguino Wilderness"
"3798","4b01f7ca","Fault Ex Machina"
"3805","f1726564","Indicaesquetrine (UlforceVeedramon Digivolution Item)"
"3806","f1726563","Candescaesquetrine (LordKnightmon Digivolution Item)"
"3824","f3cd2688","Rare Meat Hunt (1 Day)"
"3825","f3cd2689","Rare Veggie Hunt (1 Day)"
"3854","daa6597d","DigiGold x 5 -> DigiPlatinum x 1"
"3855","daa6597c","DigiPlatinum x 5 -> Mithril x 1"
"3879","82f1a3f9","Stone Hunt (1 Day)"
"3880","82f1a3fa","Rare Liquid Hunt (1 Day)"
"3881","82f1a3fb","Rare Stone Hunt (1 Day)"
"3884","24479f01","Rare Metal Hunt (1 Day)"
"3885","24479f00","Rare Wood Hunt (1 Day)"
"3896","fcd9a0d9","I want to fight strong enemies (Hard Mode)"
"3897","fcd9a0da","Quitting Hard Mode"
"3898","fcd9a0db","Super Hard Mode"
"3915","58b3fe4","Changing an Unknown Perfect Digivolution Core"
"3919","d0297237","Salicelerine (Susanomon Digivolution Item)"
"3923","5436428","Care Mistake +1"
"3924","543642f","Care Mistake -1"
"3927","38612b0f","Make Double Disk"
"3928","38612b0c","Make Large Double Disk"
"3929","38612b0d","Make Super Double Disk"
"3930","38612b0a","Make Large Recovery Disk"
"3931","38612b0b","Make Large MP Disk"
"3932","38612b08","Make Full Remedy Disk"
"3933","38612b09","Make Super Regen Disk"
"3937","8da774b1","Do you want to pick up this item?

Confirm with <icon>○</icon>."
"3938","8da774b0","Collect materials
({0})?"
"3939","8da774b3","Confirm with <icon>○</icon>.
You can collect {1} more times."
"3941","8da774b5"," x {0} received."
"3950","40c31806","Wait!
Let it be"
"3951","40c31805","Stop!
Hurry up already"
"4248","df36ede3","Now is a fine time to eat."
"4280","8272cfc","I'm just barely holding on."
"4743","a55f6fba","It's almost night."
"4749","c886274f","It's almost night."
"5840","82d74b1d","<icon>○</icon> Use  {0}  <icon>×</icon> Back"
"5854","38172f5a","Passion Injection"
"5876","36172c76","Food Hunter"
"5883","3b173410","Mister Cuisine"
"5886","3b173417","Mind Over Matter"
"5921","82909b47","Item carrying capacity becomes 30."
"5922","4294079e","Item carrying capacity becomes 40."
"5923","cbc51668","Item carrying capacity becomes 50."
"5924","cbc2d711","Item carrying capacity becomes 60."
"5925","cbc9935e","Boosts parameter inheritance by one level at rebirth."
"5926","bc7b907","Boosts parameter inheritance by two levels at rebirth."
"5927","bce754c","Boosts parameter inheritance by three levels at rebirth."
"5928","cbcbd1b5","Boosts parameter inheritance by four levels at rebirth."
"5940","84d34d4a","Parameters rise when partners Digivolve."
"5941","84d58ba1","Parameters rise when partners Digivolve into a Digimon for the first time."
"5942","c4d82f78","Parameters rise when partners Digivolve into a Digimon for the second time and thereafter."
"5943","f2968206","Parameters rise even more when partners Digivolve."
"5944","329315ef","Increases discovery rate of wild-grown food."
"5946","f28e33f9","Increases discovery rate of rare wild-grown food."
"5948","f29d3e43","Further increases wild-grown food and fishing hit rate."
"5949","329b6434","Boosts quantity of metal-type materials harvested and rare item acquisition rate."
"5950","f298c09d","Boosts quantity of rock-type materials harvested and rare item acquisition rate."
"5951","32aa6ebe","Boosts quantity of liquid-type materials harvested and rare item acquisition rate."
"5952","f2a7cbe7","Boosts quantity of wood-type materials harvested and rare item acquisition rate."
"5953","1278764f","Boosts quantity of all four material types harvested and rare item acquisition rate."
"5960","1280c494","Recovers massive HP and MP while moving."
"5961","528c62c7","Unlocking the second attack skill slot enables use of second Attack command in battle."
"5964","7f0d810d","Unlocking the third attack skill slot enables use of third Attack command in battle."
"5966","bf126333","Unlocking the fourth attack skill slot enables use of fourth Attack command in battle."
"5967","7f06c5c0","Boosts initial OP (Order Power) value. *Stacks OP over the bond limit of 100."
"5972","bf216d85","Slightly raises the rate of inflicting Status Abnormalities."
"5973","785cc4c5","Occasionally negates the MP cost when your partner attacks."
"5974","785f035c","Expands the area of effect of thrown items in battle."
"5975","3860dd6b","Items thrown in battle fly faster and reach your partner quicker."
"5976","38631bc2","Occasionally makes the cost 0 when an item is thrown in battle."
"5977","3851d2e1","Slightly raises the Order Power of a partner who catches a combat item."
"5986","6fe25301","Conditions"
"5999","evo_dojo_upbringing_miss","Mistakes"
"6027","7845a2","Break camp?"
"6034","53a6ac1b","Food"
"6103","b0056426","<icon>L</icon> or <icon>R</icon> Switch Partners  <icon>□</icon> Description On/Off  <icon>×</icon> Back"
"6105","fb54819b","Baby I"
"6106","fb548198","Baby II"
"6107","fb548199","Child"
"6108","fb54819e","Adult"
"6109","fb54819f","Perfect"
"6110","fb54819c","Ultimate"
"6111","fb54819d","<color=#FFD700ff>Ultimate</color>"
"6119","f963f058","None"
"6126","f963f05f","Martial"
"6127","f963f050","Machine"
"6161","3684025c","Treat System"
"6162","597e6a6c","Life System"
"6163","30dfc31c","Carrier System"
"6164","349a37ce","Rebirth System"
"6165","56efffc6","Teacher System"
"6166","99f4445d","Life-Care System"
"6167","ea86013c","Evolving System"
"6168","ea4ba28e","Finder System"
"6169","a0bb1808","Extractor System"
"6170","142a6bd0","Camper System"
"6171","d855bbe4","Walker System"
"6172","2078203c","Order System"
"6173","853b95c5","Tactical System"
"6174","4d8e1045","Item User System"
"6175","fb6c1217","Drop System"
"6176","c186d200","Learning System"
"6192","142e26cc","<icon>L</icon> Zoom Out  <icon>R</icon> Zoom In  <icon>△</icon> Area  <icon>×</icon> Back to Top"
"6205","965066a0","To Ohguino Wilderness"
"6209","965066ac","To Fault Ex Machina"
"6244","c961de7b","To Crimson Shrine"
"6359","f2000cfb","EX Scenarios"
"6382","aa9a7384","Attack Skill"
"6409","e94783f4","Ohguino Wilderness (Day) "
"6410","e94783fb","Ohguino Wilderness (Night) "
"6412","ea478566","Fault Ex Machina (Day) "
"6413","ea478567","Fault Ex Machina (Night) "
"6430","5d1cd98b","You may enter up to 8 letters."
"6431","5d1cd98c","You may enter between 1 and 12 half-width letters."
"6447","fbd5d218","Ohguino Wilderness"
"6451","fbd5d214","Fault Ex Machina"
"6478","8af1cce4","Arcade"
"6500","8cfe9bdc","Drill Tunnel Hub 1"
"6501","8cfe9bdb","Drill Tunnel Hub 2"
"6512","6fb8a51","Crimson Shrine"
"6658","a1f3cb88","Call of the Digital World"
"6663","a1f3cb87","Floatia Ascends"
"6665","c6a21144","Signed out of PlayStation™Network. Can't use
Dimensional Box, ranking, or battle."
"6677","9bdb6cfd","Chained Melon Set"
"6693","57f410cd","Choose gender w/ Left Button or Right Button <icon>○</icon> OK <icon>×</icon> Back"
"6694","392de79c","©Akiyoshi Hongo, Toei Animation
©Bandai Namco Entertainment Inc."
"6695","392de79d","©Bandai Namco Entertainment Inc."
"6763","card_061","Kudamon (2006)"
"6847","card_145","Sealsdramon"
"6947","card_245","Prairiemon"
"6957","card_255","Antylamon (Deva)"
"7033","card_331","Crowmon (2006)"
"7081","card_379","Ebonwumon"
"7088","card_386","Zhuqiaomon"
"7092","card_390","SaintGargomon"
"7111","card_409","Neptunemon"
"7154","card_452","Lucemon: Falldown Mode"
"7156","card_454","Lucemon: Rival"
"7159","card_457","LordKnightmon"
"7170","card_468","BurningGreymon"
"7174","card_472","Blizzarmon"
"7175","card_473","KaiserLeomon"
"7182","card_480","EmperorGreymon"
"7184","card_482","Grumblemon"
"7199","card_497","AncientMermaimon"
"7204","card_502","Susanomon"
"7212","card_510","OmegaShoutmon"
"7217","card_515","NeoMyotismon"
"7244","b6af77b2","This saved data is invalid."
"7245","2d376e24","This saved data is from a newer version.
Please update the application to use it."
"7248","1a7e6cb8","This saved data is from a newer version.
Please update the application to use it."
"7254","aee65a8d","Digimon World -next 0rder-"
"7255","60e19251","{0}{1}  Lv.{2}  Play Time: {3}"
"7257","f61579d6","This is replay data for Digimon World -next 0rder-."
"7258","f5157850","This is Super Hard replay data for Digimon World -next 0rder-."
"7261","c97e7c96","This is system data for Digimon World -next 0rder-."
"7265","c19c3eaf","(There's something over there...)"
"7266","b834fe54","<color=#ffff00ff>A cleared save data was found.</color>

You can take over some data and play.

<Data to be handed over>
・Partner evolution tree, known evolution conditions, encyclopedia
・Tamer level, experience points, acquired skills
・Learned attack techniques
・Possession money, Luck coins, NWP, cards
・Possessed items (excluding valuables and items in storage)
・Material inventory in the town (including the amount used for building upgrades)
・Map completion rate

Do you want to take over?"
"7267","b834fe55","Please select the save data that you want to carry over."
"7268","b834fe56","You have selected save data that has not been cleared."
"7269","b834fe57","Do you want to stop transferring save data?"
"7270","f229b39a","You can start in Super Hard mode.
Start with Super Hard mode?

*If you start in Super Hard Mode,
 It is not possible to change to another difficulty."
